product_id,product_name,category,sub_category,brand,seller_id,cost_price,selling_price
P00615,Herbal Shampoo,Beauty,Skincare,HomeAura,S0282,1022.09,1815
P00616,Slim Fit Cotton Shirt,Men Fashion,Trousers,DailyEase,S0291,1120.22,1853
P00617,Hair Repair Oil,Beauty,Personal Care,Trendora,S0299,916.35,1446
P00618,Men's Casual Kurta,Men Fashion,Trousers,UrbanNest,S0135,1348.99,2095
P00619,Matte Liquid Lipstick,Beauty,Makeup,StyleMint,S0281,462.84,592
P00620,Long Summer Dress,Women Fashion,Sarees,NovaCart,S0107,997.6,1569
P00621,Hair Repair Oil,Beauty,Haircare,GlowNest,S0093,647.49,966
P00622,Smart LED Bulb,Electronics,Mobile Accessories,Vistara Living,S0124,159.42,255
P00623,Georgette Saree,Women Fashion,Tops,StyleMint,S0043,856.53,1329
P00624,Microfiber Cleaning Set,Home & Kitchen,Home Decor,UrbanNest,S0048,592.49,1009
P00625,Hair Repair Oil,Beauty,Personal Care,Vistara Living,S0163,804.63,1207
P00626,Cotton Leggings,Women Fashion,Sarees,StyleMint,S0299,144.39,232
P00627,Herbal Shampoo,Beauty,Skincare,UrbanNest,S0218,828.82,1163
P00628,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,Zenvia,S0258,3437.77,4577
P00629,Long Summer Dress,Women Fashion,Kurtis,UrbanNest,S0125,1604.23,2394
P00630,Hair Repair Oil,Beauty ,Skincare,NovaCart,S0034,202.6,321
P00631,Regular Fit Jeans,Men Fashion,Trousers,Zenvia,S0054,1625.66,2489
P00632,Microfiber Cleaning Set,Home & Kitchen,Kitchen Storage,UrbanWeave,S0208,1187.14,2067
P00633,Bluetooth Speaker,Electronics,Smart Devices,Zenvia,S0233,1581.31,2716
P00634,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,Vistara Living,S0102,1473.96,1951
P00635,Georgette Saree,Women Fashion,Tops,Zenvia,S0101,677.99,933
P00636,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,GlowNest,S0095,571.86,955
P00637,Stainless Steel Bottle,Home & Kitchen,Home Decor,UrbanWeave,S0010,1221.43,1571
P00638,Vitamin C Face Serum,Beauty,Skincare,NovaCart,S0050,543.33,739
P00639,Regular Fit Jeans,Men Fashion,Shirts,StyleMint,S0053,1322.11,1973
P00640,Georgette Saree,Women Fashion,Tops,HomeAura,S0206,432.17,779
P00641,Men's Casual Kurta,Men Fashion,T-Shirts,Trendora,S0070,1419.6,2426
P00642,Matte Liquid Lipstick,Beauty,Makeup,Trendora,S0067,488.25,803
P00643,Printed T-Shirt,Men Fashion,Shirts,UrbanNest,S0015,1079.84,1846
P00644,Wireless Bluetooth Earbuds,Electronics,Audio,GlowNest,S0132,873.4,1181
P00645,Vitamin C Face Serum,Beauty,Skincare,UrbanWeave,S0117,763.94,1328
P00646,Slim Fit Cotton Shirt,Men Fashion,Jeans,Vistara Living,S0060,1557.61,2416
P00647,Men's Casual Kurta,Men Fashion,T-Shirts,UrbanWeave,S0211,1685.4,2747
P00648,Vitamin C Face Serum,Beauty,Haircare,HomeAura,S0257,370.63,592
P00649,Hair Repair Oil,Beauty,Haircare,Trendora,S0003,693.19,1055
P00650,Herbal Shampoo,Beauty,Personal Care,PrimeChoice,S0028,335.6,544
P00651,Fast Charging Cable,Electronics,Smart Devices,UrbanWeave,S0243,2825.7,3831
P00652,Men's Casual Kurta,Men Fashion,Jeans,Trendora,S0185,1818.53,2645
P00653,Fast Charging Cable,Electronics,Computer Accessories,StyleMint,S0048,2062.32,3167
P00654,Regular Fit Jeans,Men Fashion,Trousers,UrbanNest,S0289,1369.9,1818
P00655,Herbal Shampoo,Beauty,Personal Care,UrbanWeave,S0127,302.59,471
P00656,Smart LED Bulb,Electronics,Audio,NovaCart,S0054,2394.74,3661
P00657,Non Stick Cookware Set,Home & Kitchen,Home Decor,PrimeChoice,S0298,793.67,1219
P00658,Moisturizing Face Cream,Beauty,Skincare,HomeAura,S0139,1285.77,1947
P00659,Stainless Steel Bottle,Home & Kitchen,Home Decor,DailyEase,S0288,732.23,1154
P00660,Stainless Steel Bottle,Home & Kitchen,Cookware,PrimeChoice,S0174,1760.92,2560
P00661,Printed T-Shirt,Men Fashion,T-Shirts,TechNova,S0199,867.84,1128
P00662,Wireless Mouse,Electronics,Mobile Accessories,Trendora,S0042,694.35,1094
P00663,Non Stick Cookware Set,Home & Kitchen,Cleaning,StyleMint,S0115,1895.47,2760
P00664,Face Wash,Beauty,Skincare,GlowNest,S0169,479.74,735
P00665,Stainless Steel Bottle,Home & Kitchen,Cookware,HomeAura,S0052,1427.51,2565
P00666,Wireless Mouse,Electronics ,Mobile Accessories,DailyEase,S0122,3258.54,4881
P00667,Bluetooth Speaker,Electronics ,Audio,UrbanWeave,S0115,661.61,1036
P00668,Wireless Bluetooth Earbuds,Electronics,Audio,UrbanWeave,S0264,2688.92,3473
P00669,Men's Casual Shirt,Men Fashion,Trousers,Vistara Living,S0255,255.49,418
P00670,Cotton Cushion Cover Set,Home & Kitchen,Cookware,Zenvia,S0086,293.87,440
P00671,Casual Women's Top,Women Fashion,Tops,PrimeChoice,S0284,1457.52,1934
P00672,Floral Anarkali Kurti,Women Fashion,Leggings,Vistara Living,S0294,1306.17,1782
P00673,Printed Cotton Kurti,Women Fashion,Sarees,DailyEase,S0101,888.6,1368
P00674,Herbal Shampoo,Beauty,Personal Care,Trendora,S0143,331.19,525
P00675,Bluetooth Speaker,Electronics,Mobile Accessories,Vistara Living,S0208,1703.52,2678
P00676,Men's Casual Shirt,Men Fashion,Kurtas,DailyEase,S0300,1276.34,2183
P00677,Vitamin C Face Serum,Beauty,Makeup,GlowNest,S0135,723.45,958
P00678,Floral Anarkali Kurti,Women Fashion,Kurtis,PrimeChoice,S0197,1373.62,1893
P00679,Matte Liquid Lipstick,Beauty,Personal Care,HomeAura,S0014,925.9,1419
P00680,Fast Charging Cable,Electronics,Mobile Accessories,Zenvia,S0057,1779.8,2941
P00681,Printed Cotton Kurti,Women Fashion,Dresses,Zenvia,S0293,569.9,894
P00682,Cotton Leggings,Women Fashion,Dresses,PrimeChoice,S0140,837.23,1210
P00683,Wireless Bluetooth Earbuds,Electronics,Audio,NovaCart,S0140,1117.97,1843
P00684,Men's Casual Kurta,Men Fashion,Trousers,UrbanWeave,S0106,1528.75,2016
P00685,Moisturizing Face Cream,Beauty,Makeup,PrimeChoice,S0280,183.04,242
P00686,Face Wash,Beauty,Makeup,TechNova,S0223,217.7,276
P00687,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,UrbanNest,S0279,681.91,854
P00688,Printed Cotton Kurti,Women Fashion,Dresses,Zenvia,S0043,942.55,1357
P00689,Long Summer Dress,Women Fashion,Tops,Trendora,S0020,665.13,860
P00690,Bluetooth Speaker,Electronics,Computer Accessories,Zenvia,S0279,796.88,1224
P00691,Casual Women's Top,Women Fashion,Leggings,UrbanNest,S0074,220.79,361
P00692,Cotton Trousers,Men Fashion,Jeans,Trendora,S0134,1030.35,1647
P00693,Georgette Saree,Women Fashion,Sarees,PrimeChoice,S0032,572.65,1007
P00694,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,HomeAura,S0279,1507.45,2622
P00695,Georgette Saree,Women Fashion,Kurtis,TechNova,S0045,1245.42,2167
P00696,Floral Anarkali Kurti,Women Fashion,Sarees,Zenvia,S0159,416.75,599
P00697,Regular Fit Jeans,Men Fashion,Jeans,GlowNest,S0267,186.56,316
P00698,Printed Cotton Kurti,Women Fashion,Tops,TechNova,S0274,400.61,687
P00699,Vitamin C Face Serum,Beauty,Haircare,DailyEase,S0039,893.94,1141
P00700,Regular Fit Jeans,Men Fashion,Trousers,NovaCart,S0195,1533.4,2388
P00701,Microfiber Cleaning Set,Home & Kitchen,Cookware,Zenvia,S0041,299.98,492
P00702,Microfiber Cleaning Set,Home & Kitchen,Home Decor,UrbanNest,S0195,467.22,654
P00703,Fast Charging Cable,Electronics,Smart Devices,StyleMint,S0061,1628.13,2292
P00704,Matte Liquid Lipstick,Beauty,Makeup,Vistara Living,S0172,976.82,1603
P00705,Herbal Shampoo,Beauty,Makeup,HomeAura,S0095,981.45,1371
P00706,Casual Women's Top,Women Fashion,Dresses,Trendora,S0173,931.37,1236
P00707,Face Wash,Beauty,Skincare,Zenvia,S0039,856.89,1166
P00708,Printed T-Shirt,Men Fashion,Jeans,PrimeChoice,S0034,1672.81,2291
P00709,Microfiber Cleaning Set,Home & Kitchen,Home Decor,HomeAura,S0184,1831.56,2352
P00710,Microfiber Cleaning Set,Home & Kitchen,Home Decor,Zenvia,S0114,2015.78,2534
P00711,Printed Cotton Kurti,Women Fashion,Tops,UrbanWeave,S0179,1049.13,1594
P00712,Decorative Wall Clock,Home & Kitchen,Cookware,Trendora,S0152,1258.33,1690
P00713,Men's Casual Kurta,Men Fashion,Trousers,HomeAura,S0200,432.88,652
P00714,Regular Fit Jeans,Men Fashion,Jeans,Zenvia,S0196,1002.76,1802
P00715,Stainless Steel Bottle,Home & Kitchen,Kitchen Storage,UrbanNest,S0141,213.46,374
P00716,Regular Fit Jeans,Men Fashion,Shirts,Trendora,S0216,1697.58,2384
P00717,Face Wash,Beauty,Makeup,Zenvia,S0053,791.54,1197
P00718,Embroidered Saree,Women Fashion ,Dresses,UrbanNest,S0140,1690.9,2416
P00719,Microfiber Cleaning Set,Home & Kitchen,Cookware,Trendora,S0209,427.74,775
P00720,Men's Casual Kurta,Men Fashion,Kurtas,Trendora,S0083,437.64,754
P00721,Cotton Trousers,Men Fashion,T-Shirts,Trendora,S0285,538.7,905
P00722,Hair Repair Oil,Beauty,Makeup,GlowNest,S0080,478.78,717
P00723,Cotton Trousers,Men Fashion,Jeans,Zenvia,S0017,1900.24,2719
P00724,Matte Liquid Lipstick,Beauty,Makeup,TechNova,S0138,1207.09,1636
P00725,Fast Charging Cable,Electronics,Audio,PrimeChoice,S0053,2552.26,3304
P00726,Georgette Saree,Women Fashion,Sarees,Vistara Living,S0161,242.08,320
P00727,Vitamin C Face Serum,Beauty,Personal Care,DailyEase,S0272,360.39,486
P00728,Regular Fit Jeans,Men Fashion,Shirts,TechNova,S0185,859.27,1483
P00729,Smart LED Bulb,Electronics,Audio,Trendora,S0015,2760.29,4053
P00730,Wireless Bluetooth Earbuds,Electronics,Audio,DailyEase,S0053,342.77,443
P00731,Vitamin C Face Serum,Beauty,Haircare,Trendora,S0171,436.08,766
P00732,Mobile Phone Stand,Electronics ,Audio,HomeAura,S0285,1492.75,2400
P00733,Stainless Steel Bottle,Home & Kitchen,Home Decor,Trendora,S0019,1615.09,2774
P00734,Long Summer Dress,Women Fashion,Leggings,Zenvia,S0115,1933.64,2474
P00735,Decorative Wall Clock,Home & Kitchen,Cookware,UrbanWeave,S0287,1779.16,2237
P00736,Embroidered Saree,Women Fashion,Sarees,UrbanWeave,S0060,1730.29,2485
P00737,Slim Fit Cotton Shirt,Men Fashion,Shirts,NovaCart,S0228,2077.02,2840
P00738,Cotton Trousers,Men Fashion,Trousers,GlowNest,S0170,1470.48,2657
P00739,Herbal Shampoo,Beauty,Haircare,NovaCart,S0293,1128.5,1755
P00740,Cotton Leggings,Women Fashion,Leggings,HomeAura,S0001,798.31,1338
P00741,Smart LED Bulb,Electronics,Computer Accessories,Trendora,S0184,468.82,649
P00742,Wireless Bluetooth Earbuds,Electronics,Computer Accessories,HomeAura,S0025,1892.11,3339
P00743,Herbal Shampoo,Beauty,Personal Care,StyleMint,S0140,389.97,641
P00744,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,HomeAura,S0228,1154.03,1833
P00745,Embroidered Saree,Women Fashion,Sarees,Zenvia,S0283,1414.22,2493
P00746,Slim Fit Cotton Shirt,Men Fashion,Jeans,Vistara Living,S0144,1609.86,2900
P00747,Microfiber Cleaning Set,Home & Kitchen,Cleaning,NovaCart,S0204,1601.16,2713
P00748,Herbal Shampoo,Beauty,Haircare,StyleMint,S0093,1315.94,1733
P00749,Georgette Saree,Women Fashion,Leggings,NovaCart,S0073,581.42,953
P00750,Printed T-Shirt,Men Fashion,T-Shirts,NovaCart,S0017,1321.21,2397
P00751,Long Summer Dress,Women Fashion,Dresses,StyleMint,S0170,448.27,715
P00752,Cotton Trousers,Men Fashion,Trousers,StyleMint,S0174,468.24,741
P00753,Microfiber Cleaning Set,Home & Kitchen,Home Decor,DailyEase,S0256,204.15,316
P00754,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,Zenvia,S0232,789.17,1335
P00755,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,UrbanWeave,S0174,1752.44,2990
P00756,Wireless Mouse,Electronics,Smart Devices,StyleMint,S0043,1357.25,1734
P00757,Smart LED Bulb,Electronics,Mobile Accessories,Zenvia,S0144,2073.32,3418
P00758,Regular Fit Jeans,Men Fashion,Kurtas,TechNova,S0047,1135.29,1905
P00759,Regular Fit Jeans,Men Fashion,Shirts,Trendora,S0072,1188.82,1509
P00760,Printed Cotton Kurti,Women Fashion,Tops,UrbanNest,S0091,1243.43,1867
P00761,Hair Repair Oil,Beauty,Skincare,DailyEase,S0196,394.46,509
P00762,Men's Casual Shirt,Men Fashion,Trousers,StyleMint,S0065,1162.82,1921
P00763,Printed Cotton Kurti,Women Fashion,Sarees,Zenvia,S0257,796.21,1143
P00764,Matte Liquid Lipstick,Beauty,Haircare,UrbanNest,S0215,309.77,527
P00765,Wireless Bluetooth Earbuds,Electronics,Audio,Vistara Living,S0125,3031.51,4971
P00766,Herbal Shampoo,Beauty,Skincare,Zenvia,S0032,931.12,1386
P00767,Floral Anarkali Kurti,Women Fashion,Kurtis,Trendora,S0193,1050.8,1598
P00768,Regular Fit Jeans,Men Fashion,Jeans,GlowNest,S0033,1050.53,1449
P00769,Hair Repair Oil,Beauty,Haircare,DailyEase,S0231,430.58,782
P00770,Fast Charging Cable,Electronics,Mobile Accessories,PrimeChoice,S0177,156.6,252
P00771,Men's Casual Kurta,Men Fashion,T-Shirts,UrbanWeave,S0198,717.95,1258
P00772,Microfiber Cleaning Set,Home & Kitchen,Cleaning,NovaCart,S0193,315.58,508
P00773,Non Stick Cookware Set,Home & Kitchen,Home Decor,DailyEase,S0061,1115.83,2017
P00774,Vitamin C Face Serum,Beauty,Haircare,UrbanNest,S0054,1080.68,1536
P00775,Cotton Cushion Cover Set,Home & Kitchen,Cleaning,Zenvia,S0175,1398.97,1922
P00776,Face Wash,Beauty ,Skincare,UrbanNest,S0215,792.48,1113
P00777,Cotton Trousers,Men Fashion,Shirts,TechNova,S0165,656.78,954
P00778,Bluetooth Speaker,Electronics,Audio,Trendora,S0031,641.39,856
P00779,Men's Casual Shirt,Men Fashion,T-Shirts,UrbanWeave,S0281,495.49,765
P00780,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,Vistara Living,S0219,2099.98,2776
P00781,Vitamin C Face Serum,Beauty,Skincare,UrbanNest,S0249,274.62,458
P00782,Smart LED Bulb,Electronics,Smart Devices,HomeAura,S0071,863.78,1521
P00783,Mobile Phone Stand,Electronics,Smart Devices,TechNova,S0113,2855.21,4448
P00784,Georgette Saree,Women Fashion ,Kurtis,Zenvia,S0099,576.69,822
P00785,Long Summer Dress,Women Fashion,Kurtis,Vistara Living,S0173,796.73,1201
P00786,Fast Charging Cable,Electronics,Mobile Accessories,HomeAura,S0133,510.32,848
P00787,Herbal Shampoo,Beauty,Personal Care,GlowNest,S0246,844.85,1403
P00788,Herbal Shampoo,Beauty,Makeup,HomeAura,S0255,1031.28,1498
P00789,Moisturizing Face Cream,Beauty,Makeup,Trendora,S0269,1194.91,1983
P00790,Printed Cotton Kurti,Women Fashion,Kurtis,HomeAura,S0016,949.08,1324
P00791,Face Wash,Beauty,Skincare,HomeAura,S0095,664.44,1025
P00792,Decorative Wall Clock,Home & Kitchen,Cookware,Trendora,S0250,344.88,459
P00793,Moisturizing Face Cream,Beauty,Haircare,TechNova,S0128,474.34,600
P00794,Moisturizing Face Cream,Beauty,Personal Care,HomeAura,S0241,1090.6,1687
P00795,Hair Repair Oil,Beauty,Personal Care,Trendora,S0082,522.88,750
P00796,Face Wash,Beauty,Haircare,NovaCart,S0012,682.61,901
P00797,Decorative Wall Clock,Home & Kitchen,Cookware,Trendora,S0297,175.3,222
P00798,Wireless Mouse,Electronics,Computer Accessories,UrbanNest,S0171,2314.87,3387
P00799,Regular Fit Jeans,Men Fashion,Shirts,PrimeChoice,S0214,601.94,816
P00800,Microfiber Cleaning Set,Home & Kitchen,Cookware,DailyEase,S0012,842.22,1146
P00801,Decorative Wall Clock,Home & Kitchen,Cookware,Trendora,S0038,998.14,1302
P00802,Wireless Mouse,Electronics,Audio,Zenvia,S0191,2937.49,3829
P00803,Slim Fit Cotton Shirt,Men Fashion,T-Shirts,GlowNest,S0237,1157.55,1497
P00804,Georgette Saree,Women Fashion,Tops,Trendora,S0238,1620.09,2217
P00805,Hair Repair Oil,Beauty,Makeup,TechNova,S0027,539.77,745
P00806,Floral Anarkali Kurti,Women Fashion,Sarees,TechNova,S0150,1381.7,2368
P00807,Fast Charging Cable,Electronics,Mobile Accessories,PrimeChoice,S0080,1209.95,1830
P00808,Long Summer Dress,Women Fashion,Leggings,TechNova,S0203,819.8,1303
P00809,Kitchen Storage Container Set,Home & Kitchen,Cleaning,UrbanWeave,S0113,1089.5,1818
P00810,Regular Fit Jeans,Men Fashion,Kurtas,Trendora,S0035,617.22,1120
P00811,Men's Casual Shirt,Men Fashion,Shirts,Trendora,S0138,1507.77,2420
P00812,Microfiber Cleaning Set,Home & Kitchen,Home Decor,HomeAura,S0109,620.38,1032
P00813,Kitchen Storage Container Set,Home & Kitchen,Cleaning,DailyEase,S0277,1351.8,2285
P00814,Stainless Steel Bottle,Home & Kitchen,Cleaning,HomeAura,S0106,1606.91,2812
P00815,Long Summer Dress,Women Fashion,Tops,HomeAura,S0147,867.24,1236
P00816,Wireless Bluetooth Earbuds,Electronics ,Mobile Accessories,NovaCart,S0215,3866.24,4855
P00817,Wireless Bluetooth Earbuds,Electronics,Audio,UrbanNest,S0190,1047.88,1787
P00818,Wireless Mouse,Electronics,Mobile Accessories,UrbanNest,S0001,496.83,657
P00819,Georgette Saree,Women Fashion,Tops,GlowNest,S0177,1040.53,1802
P00820,Printed Cotton Kurti,Women Fashion,Leggings,DailyEase,S0261,855.68,1086
P00821,Georgette Saree,Women Fashion,Tops,NovaCart,S0032,270.22,478
P00822,Printed T-Shirt,Men Fashion,Shirts,StyleMint,S0261,1266.63,1960
P00823,Cotton Leggings,Women Fashion,Sarees,NovaCart,S0053,927.08,1551
P00824,Bluetooth Speaker,Electronics,Mobile Accessories,GlowNest,S0181,1854.01,2790
P00825,Printed Cotton Kurti,Women Fashion,Sarees,GlowNest,S0207,142.79,248
P00826,Moisturizing Face Cream,Beauty,Personal Care,GlowNest,S0231,615.03,1065
P00827,Matte Liquid Lipstick,Beauty,Makeup,UrbanWeave,S0237,779.66,1394
P00828,Casual Women's Top,Women Fashion,Dresses,TechNova,S0105,1705.96,2358
P00829,Printed Cotton Kurti,Women Fashion,Dresses,HomeAura,S0200,407.96,636
P00830,Wireless Bluetooth Earbuds,Electronics,Computer Accessories,HomeAura,S0241,654.81,946
P00831,Microfiber Cleaning Set,Home & Kitchen,Home Decor,Trendora,S0102,1401.55,2334
P00832,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,StyleMint,S0015,269.32,369
P00833,Wireless Mouse,Electronics,Mobile Accessories,UrbanNest,S0277,1106.24,1802
P00834,Bluetooth Speaker,Electronics,Smart Devices,GlowNest,S0077,1932.94,2929
P00835,Moisturizing Face Cream,Beauty,Skincare,UrbanWeave,S0297,509.19,639
P00836,Wireless Mouse,Electronics,Mobile Accessories,UrbanNest,S0073,1004.75,1553
P00837,Decorative Wall Clock,Home & Kitchen,Cleaning,GlowNest,S0170,1396.46,2490
P00838,Herbal Shampoo,Beauty,Personal Care,Zenvia,S0107,853.12,1271
P00839,Slim Fit Cotton Shirt,Men Fashion,Shirts,TechNova,S0081,1530.94,2410
P00840,Regular Fit Jeans,Men Fashion,Trousers,NovaCart,S0114,1438.15,2060
P00841,Face Wash,Beauty,Makeup,Trendora,S0032,683.5,908
P00842,Hair Repair Oil,Beauty,Skincare,UrbanNest,S0219,713.55,908
P00843,Cotton Trousers,Men Fashion,Shirts,GlowNest,S0004,1669.06,2212
P00844,Fast Charging Cable,Electronics,Computer Accessories,GlowNest,S0115,222.85,314
P00845,Regular Fit Jeans,Men Fashion,Trousers,UrbanNest,S0060,1474.01,2220
P00846,Fast Charging Cable,Electronics,Smart Devices,UrbanWeave,S0247,1665.88,2862
P00847,Fast Charging Cable,Electronics,Computer Accessories,Zenvia,S0032,191.48,257
P00848,Non Stick Cookware Set,Home & Kitchen,Kitchen Storage,PrimeChoice,S0073,279.88,498
P00849,Vitamin C Face Serum,Beauty,Skincare,Vistara Living,S0251,541.24,753
P00850,Long Summer Dress,Women Fashion,Tops,TechNova,S0229,1660.82,2179
P00851,Cotton Leggings,Women Fashion ,Leggings,DailyEase,S0297,1526.59,1948
P00852,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,StyleMint,S0223,1231.56,1693
P00853,Cotton Cushion Cover Set,Home & Kitchen,Cleaning,GlowNest,S0194,1163.13,1864
P00854,Printed T-Shirt,Men Fashion,T-Shirts,Trendora,S0188,768.98,1388
P00855,Slim Fit Cotton Shirt,Men Fashion,Jeans,Vistara Living,S0187,1335.88,1854
P00856,Stainless Steel Bottle,Home & Kitchen,Cookware,DailyEase,S0046,549.8,945
P00857,Floral Anarkali Kurti,Women Fashion,Tops,PrimeChoice,S0186,168.16,253
P00858,Face Wash,Beauty,Personal Care,StyleMint,S0059,424.0,647
P00859,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,Zenvia,S0050,864.1,1545
P00860,Long Summer Dress,Women Fashion,Dresses,GlowNest,S0016,536.25,819
P00861,Embroidered Saree,Women Fashion,Sarees,UrbanWeave,S0107,1122.84,1627
P00862,Moisturizing Face Cream,Beauty,Personal Care,Vistara Living,S0285,911.57,1373
P00863,Printed T-Shirt,Men Fashion,Jeans,StyleMint,S0106,1605.38,2378
P00864,Microfiber Cleaning Set,Home & Kitchen,Kitchen Storage,HomeAura,S0293,556.18,964
P00865,Decorative Wall Clock,Home & Kitchen,Kitchen Storage,HomeAura,S0259,1082.62,1773
P00866,Stainless Steel Bottle,Home & Kitchen,Home Decor,Vistara Living,S0012,890.14,1182
P00867,Long Summer Dress,Women Fashion,Dresses,HomeAura,S0209,578.56,767
P00868,Hair Repair Oil,Beauty,Skincare,StyleMint,S0276,275.51,439
P00869,Face Wash,Beauty,Skincare,Zenvia,S0149,838.7,1169
P00870,Long Summer Dress,Women Fashion,Kurtis,UrbanWeave,S0201,431.39,777
P00871,Georgette Saree,Women Fashion,Kurtis,UrbanNest,S0164,1302.85,1743
P00872,Smart LED Bulb,Electronics,Audio,TechNova,S0074,1870.39,3017
P00873,Long Summer Dress,Women Fashion,Dresses,Vistara Living,S0102,754.38,1030
P00874,Face Wash,Beauty,Personal Care,Zenvia,S0103,382.69,593
P00875,Printed Cotton Kurti,Women Fashion,Kurtis,DailyEase,S0270,246.16,353
P00876,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,PrimeChoice,S0059,3158.16,4779
P00877,Cotton Leggings,Women Fashion,Tops,GlowNest,S0089,1881.3,2376
P00878,Men's Casual Kurta,Men Fashion,Jeans,DailyEase,S0279,815.21,1440
P00879,Men's Casual Kurta,Men Fashion,Kurtas,Zenvia,S0118,356.94,506
P00880,Face Wash,Beauty,Skincare,Vistara Living,S0046,691.58,1057
P00881,Non Stick Cookware Set,Home & Kitchen,Cleaning,GlowNest,S0013,1858.03,2385
P00882,Floral Anarkali Kurti,Women Fashion,Sarees,DailyEase,S0179,1330.04,1956
P00883,Face Wash,Beauty,Personal Care,StyleMint,S0002,500.29,674
P00884,Men's Casual Shirt,Men Fashion,Shirts,Vistara Living,S0281,355.31,447
P00885,Cotton Trousers,Men Fashion,Shirts,DailyEase,S0104,1396.47,2071
P00886,Non Stick Cookware Set,Home & Kitchen,Home Decor,PrimeChoice,S0064,404.0,586
P00887,Face Wash,Beauty,Skincare,HomeAura,S0243,710.72,1013
P00888,Face Wash,Beauty,Makeup,HomeAura,S0249,235.15,361
P00889,Microfiber Cleaning Set,Home & Kitchen,Kitchen Storage,UrbanWeave,S0065,1491.38,2227
P00890,Bluetooth Speaker,Electronics,Mobile Accessories,UrbanWeave,S0270,1436.66,2183
P00891,Matte Liquid Lipstick,Beauty,Makeup,TechNova,S0083,1171.16,1641
P00892,Microfiber Cleaning Set,Home & Kitchen,Cookware,HomeAura,S0222,506.02,849
P00893,Microfiber Cleaning Set,Home & Kitchen,Kitchen Storage,UrbanNest,S0204,659.24,996
P00894,Non Stick Cookware Set,Home & Kitchen,Home Decor,DailyEase,S0276,664.2,966
P00895,Georgette Saree,Women Fashion,Dresses,GlowNest,S0290,894.25,1189
P00896,Georgette Saree,Women Fashion,Sarees,TechNova,S0246,1126.88,1597
P00897,Printed T-Shirt,Men Fashion,Trousers,NovaCart,S0195,2101.63,2769
P00898,Cotton Leggings,Women Fashion,Leggings,PrimeChoice,S0190,753.14,968
P00899,Wireless Mouse,Electronics,Audio,UrbanNest,S0149,381.94,489
P00900,Cotton Cushion Cover Set,Home & Kitchen,Kitchen Storage,Vistara Living,S0299,1038.93,1549
P00901,Fast Charging Cable,Electronics,Audio,UrbanNest,S0180,2404.84,3136
P00902,Wireless Bluetooth Earbuds,Electronics,Computer Accessories,GlowNest,S0158,900.29,1184
P00903,Kitchen Storage Container Set,Home & Kitchen,Kitchen Storage,Zenvia,S0023,1835.64,2867
P00904,Wireless Mouse,Electronics,Mobile Accessories,GlowNest,S0093,1717.14,2458
P00905,Decorative Wall Clock,Home & Kitchen,Cleaning,UrbanWeave,S0026,1876.12,2818
P00906,Slim Fit Cotton Shirt,Men Fashion,Shirts,UrbanNest,S0064,1625.81,2714
P00907,Men's Casual Kurta,Men Fashion ,Jeans,HomeAura,S0260,199.78,353
P00908,Georgette Saree,Women Fashion,Dresses,HomeAura,S0012,622.92,899
P00909,Fast Charging Cable,Electronics,Smart Devices,HomeAura,S0097,1023.36,1733
P00910,Wireless Bluetooth Earbuds,Electronics,Mobile Accessories,Zenvia,S0087,2682.63,4843
P00911,Long Summer Dress,Women Fashion,Dresses,NovaCart,S0070,554.95,1000
P00912,Men's Casual Kurta,Men Fashion,Trousers,TechNova,S0294,1188.74,2033
P00913,Herbal Shampoo,Beauty,Skincare,Zenvia,S0148,1300.11,1772
P00914,Face Wash,Beauty,Personal Care,NovaCart,S0142,253.32,337
P00915,Cotton Cushion Cover Set,Home & Kitchen,Home Decor,NovaCart,S0254,2215.61,2977
P00916,Casual Women's Top,Women Fashion,Dresses,UrbanWeave,S0186,1657.39,2218
P00917,Moisturizing Face Cream,Beauty,Haircare,NovaCart,S0034,366.32,597
P00918,Microfiber Cleaning Set,Home & Kitchen,Cleaning,StyleMint,S0215,1714.73,2396
P00919,Mobile Phone Stand,Electronics,Mobile Accessories,GlowNest,S0152,1651.75,2441
P00920,Men's Casual Kurta,Men Fashion,Jeans,HomeAura,S0082,1996.1,2539
P00921,Cotton Cushion Cover Set,Home & Kitchen,Cookware,StyleMint,S0266,1365.71,1803
P00922,Men's Casual Shirt,Men Fashion,T-Shirts,TechNova,S0269,1460.66,2186
P00923,Casual Women's Top,Women Fashion,Leggings,DailyEase,S0210,848.58,1389
P00924,Mobile Phone Stand,Electronics,Mobile Accessories,DailyEase,S0221,1444.82,2311
P00925,Moisturizing Face Cream,Beauty,Makeup,StyleMint,S0157,145.94,197
